01;ADD;NRT;946;760
04;ADD;TLV;574;245
02;ADD;RUH;276;200
03;ADD;RUH;277;200
04;ADD;RUH;377;205
05;ADD;RUH;382;205
07;ADD;RUH;277;235
09;ADD;RUH;279;235
11;ADD;RUH;377;205
02;ADD;KWI;308;260
02;ADD;JED;222;135
02;ADD;ATH;366;300
10;ADD;ATH;366;300
02;ADD;OSL;374;605
01;ADD;IST;441;345
02;ADD;IST;356;330
03;ADD;IST;340;345
05;ADD;IST;342;330
01;ADD;DME;484;555
02;ADD;DME;452;555
03;ADD;DME;465;555
04;ADD;DME;480;440
05;ADD;DME;480;440
06;ADD;DME;480;555
07;ADD;DME;480;440
08;ADD;DME;480;440
09;ADD;DME;480;440
02;ADD;LHR;361;480
03;ADD;ARN;376;480
01;ADD;FRA;429;455
06;ADD;BRU;466;540
01;ADD;FCO;501;390
01;ADD;MXP;373;540
02;ADD;MXP;376;540
02;ADD;GVA;385;420
02;ADD;CDG;376;460
03;ADD;CDG;376;445
02;ADD;MAN;401;590
01;ADD;IAD;742;1045
02;ADD;IAD;615;1045
02;ADD;JFK;639;1125
03;ADD;JFK;639;1125
05;ADD;JFK;687;1080
08;ADD;JFK;842;1080
03;ADD;YYZ;903;980
02;ADD;ORD;644;1060
03;ADD;EZE;856;960
01;ADD;GRU;872;730
02;ADD;GRU;771;730
04;ADD;GRU;846;730
02;CMN;CAI;259;320
03;CMN;CAI;256;320
11;CMN;ALG;285;105
12;CMN;ALG;285;105
02;CMN;LOS;431;270
01;CMN;RAK;73;50
02;CMN;RAK;72;50
03;CMN;RAK;77;50
02;CMN;TUN;113;180
03;CMN;TUN;123;115
07;CMN;TUN;159;145
01;CMN;DXB;367;445
02;CMN;DXB;300;435
04;CMN;DXB;301;390
01;CMN;DOH;459;420
02;CMN;DOH;378;420
03;CMN;DOH;382;420
03;CMN;AUH;394;435
04;CMN;AUH;394;390
02;CMN;TLV;228;320
03;CMN;TLV;225;320
02;CMN;BAH;496;460
03;CMN;BAH;497;460
02;CMN;RUH;392;375
03;CMN;RUH;394;375
02;CMN;SAW;126;285
03;CMN;SAW;124;285
04;CMN;SAW;163;265
05;CMN;SAW;143;280
06;CMN;SAW;158;280
08;CMN;SAW;206;280
02;CMN;JED;419;355
03;CMN;JED;364;355
02;CMN;AMS;144;215
03;CMN;AMS;144;215
11;CMN;AMS;125;215
12;CMN;AMS;123;215
02;CMN;LPA;136;170
03;CMN;LPA;136;115
08;CMN;LPA;139;175
01;CMN;IST;310;280
02;CMN;SAW;126;285
03;CMN;SAW;124;285
04;CMN;SAW;163;265
05;CMN;SAW;143;280
06;CMN;SAW;158;280
08;CMN;SAW;206;280
01;CMN;IST;222;280
01;CMN;MAD;184;115
02;CMN;MAD;52;110
03;CMN;MAD;51;110
04;CMN;MAD;59;45
05;CMN;MAD;93;45
11;CMN;MAD;55;105
02;CMN;DME;165;355
03;CMN;DME;165;355
05;CMN;DME;165;350
06;CMN;DME;204;350
07;CMN;DME;250;350
02;CMN;LHR;147;200
02;CMN;NAP;132;195
03;CMN;NAP;68;195
02;CMN;VLC;190;150
02;CMN;FRA;224;210
02;CMN;BRU;79;200
02;CMN;FCO;149;190
04;CMN;SVO;201;305
05;CMN;SVO;201;365
07;CMN;SVO;201;365
09;CMN;SVO;201;365
01;CMN;BCN;112;125
02;CMN;BCN;68;125
03;CMN;BCN;70;125
04;CMN;BCN;67;130
06;CMN;BCN;68;130
01;CMN;AGP;144;80
02;CMN;AGP;69;80
02;CMN;LGW;185;195
02;CMN;BGY;126;180
03;CMN;BGY;96;180
04;CMN;BGY;97;175
02;CMN;TLS;100;135
02;CMN;VCE;107;190
02;CMN;MXP;93;190
03;CMN;MXP;51;115
04;CMN;MXP;50;110
02;CMN;NCE;197;165
02;CMN;LIS;56;80
03;CMN;LIS;56;80
04;CMN;LIS;65;20
11;CMN;LIS;56;80
02;CMN;GVA;141;175
05;CMN;GVA;86;105
06;CMN;GVA;80;165
01;CMN;CDG;377;190
02;CMN;CDG;124;190
03;CMN;CDG;124;190
05;CMN;CDG;131;180
